hiring_id,hiring_date,joining_date,hiring_mode,employee_id,store_office_id,ctc,interviews,relocation_cost,hiring_cost
363,27-08-2021,15-09-2021,Newspaper/Magazine,RA-19945,OFF-ST-10000046,77339.25,1,0,832.33
364,06-11-2021,24-11-2021,Search Engine,MT-17815,OFF-EN-10002600,55848.6,1,200,477.91
365,24-11-2020,11-12-2020,Search Engine,VG-21790,FUR-FU-10001602,62357.4,2,0,605.24
366,21-12-2021,08-01-2022,Employee Referral,JS-15880,FUR-TA-10003748,128356.65,5,0,1873.17
367,06-07-2021,25-07-2021,Newspaper/Magazine,KM-16225,FUR-FU-10002191,56158.2,1,0,452.8
369,11-01-2022,28-01-2022,Employee Referral,DE-13255,OFF-PA-10001166,56229.84,1,200,501.77
370,20-11-2022,07-12-2022,Search Engine,AG-10390,OFF-PA-10000955,56236.32,1,200,420.4
371,13-06-2021,29-06-2021,Search Engine,JJ-15445,OFF-BI-10003707,57178.08,1,200,498.94
373,20-03-2022,08-04-2022,Newspaper/Magazine,RD-19660,FUR-TA-10001095,86902.2,2,0,1031.61
374,06-09-2022,24-09-2022,Employee Referral,MO-17500,TEC-AC-10004761,56963.7,1,0,488.6
376,03-07-2021,20-07-2021,Search Engine,DG-13300,FUR-FU-10000293,63110.88,1,200,421
377,04-04-2021,23-04-2021,Newspaper/Magazine,NF-18595,OFF-AR-10000716,56032.2,1,0,419.41
378,24-11-2022,16-12-2022,Newspaper/Magazine,MG-17650,OFF-FA-10001754,55728.72,1,200,504.4
379,16-04-2021,06-05-2021,Newspaper/Magazine,TS-21160,OFF-AP-10002350,57564.72,1,200,464.09
380,01-10-2022,17-10-2022,Search Engine,BD-11620,FUR-CH-10001146,64298.16,2,200,515.71
382,20-11-2021,11-12-2021,Newspaper/Magazine,SN-20560,OFF-AR-10003732,56405.7,3,0,456.24
383,28-04-2022,17-05-2022,Newspaper/Magazine,EH-14005,OFF-PA-10001970,56856.24,1,200,462.79
385,12-11-2022,04-12-2022,Newspaper/Magazine,MS-17710,OFF-BI-10003727,55812.15,2,700,432
386,29-09-2022,15-10-2022,Search Engine,CC-12100,OFF-AR-10000255,57369.6,3,0,524.52
388,29-11-2021,19-12-2021,Newspaper/Magazine,BT-11395,OFF-PA-10000349,56426.4,2,0,441.45
389,15-08-2022,04-09-2022,Employee Referral,CY-12745,TEC-PH-10004896,58768.92,1,200,524.79
390,27-12-2021,15-01-2022,Newspaper/Magazine,BT-11485,OFF-PA-10000605,56830.5,2,0,499.64
392,14-06-2022,02-07-2022,Search Engine,PV-18985,OFF-AR-10001545,55846.8,2,0,410.17
393,21-10-2022,11-11-2022,Newspaper/Magazine,NM-18520,OFF-PA-10001892,56561.4,1,0,447.92
394,22-07-2022,08-08-2022,Employee Referral,DL-13495,OFF-LA-10003766,55813.5,1,0,454.1
395,04-09-2021,23-09-2021,Newspaper/Magazine,CS-12355,OFF-PA-10001970,68125.5,2,0,961.6
396,12-11-2022,30-11-2022,Employee Referral,FH-14275,OFF-EN-10002831,68468.4,3,0,942.54
397,04-04-2021,19-04-2021,Social Networks,NC-18340,OFF-AP-10003849,84513.42,1,100,913.38
399,01-09-2020,20-09-2020,Employee Referral,LT-16765,OFF-AR-10004042,57957.3,1,0,541.57
400,03-03-2020,23-03-2020,Newspaper/Magazine,AP-10720,TEC-PH-10004700,55979.55,1,0,497.38
401,04-05-2020,23-05-2020,Newspaper/Magazine,PM-18940,OFF-BI-10001294,57636,2,0,546.24
402,27-12-2020,14-01-2021,Employee Referral,AT-10435,OFF-LA-10004425,56050.2,2,0,495.73
403,24-04-2022,12-05-2022,Employee Referral,CA-12055,TEC-AC-10003174,67171.32,1,200,671.7
404,24-11-2020,15-12-2020,Newspaper/Magazine,HR-14830,OFF-BI-10004656,56074.32,3,200,492.93
407,14-07-2022,02-08-2022,Employee Referral,SW-20755,OFF-ST-10004634,56034.45,1,0,494.45
409,12-07-2020,31-07-2020,Newspaper/Magazine,BF-11170,OFF-ST-10000107,66768.75,3,0,595.82
410,31-10-2021,17-11-2021,Employee Referral,KT-16480,OFF-AR-10000369,55655.1,1,0,451.89
411,30-05-2022,16-06-2022,Search Engine,BG-11695,TEC-CO-10001046,93329.46,1,400,772
412,11-08-2020,30-08-2020,Newspaper/Magazine,GM-14680,FUR-FU-10003691,56085.75,1,0,452.74
414,12-12-2020,29-12-2020,Employee Referral,NP-18700,FUR-TA-10004619,89940.96,2,200,845.34
417,28-10-2022,19-11-2022,Newspaper/Magazine,SM-20950,OFF-BI-10004236,56322.72,2,700,424
418,01-10-2022,17-10-2022,Search Engine,CC-12220,TEC-PH-10000215,58675.5,1,0,506.49
421,02-05-2022,22-05-2022,Newspaper/Magazine,BD-11770,OFF-AR-10004022,59415.84,1,200,500.59
422,26-06-2022,18-07-2022,Newspaper/Magazine,GM-14500,OFF-ST-10000617,56200.5,2,0,494.17
423,22-11-2022,11-12-2022,Newspaper/Magazine,TB-21355,FUR-FU-10000397,57324.6,1,0,453.67
424,25-05-2021,13-06-2021,Newspaper/Magazine,JH-16180,OFF-AP-10004487,93587.76,5,200,800.29
426,08-12-2022,27-12-2022,Employee Referral,QJ-19255,TEC-PH-10003555,60702.75,2,0,413.2
427,19-09-2021,09-10-2021,Employee Referral,TC-21535,FUR-BO-10003433,58318.2,1,0,418.35
429,18-12-2022,07-01-2023,Newspaper/Magazine,HG-14965,OFF-PA-10003072,57279.6,2,0,476.65
430,01-07-2020,20-07-2020,Newspaper/Magazine,LW-16825,TEC-PH-10004586,81446.4,1,200,700.96
434,28-09-2020,18-10-2020,Newspaper/Magazine,GZ-14545,OFF-ST-10001321,57611.7,1,0,534.96
435,30-03-2022,16-04-2022,Search Engine,CP-12085,OFF-PA-10004156,56040.3,1,0,429.23
437,23-05-2022,11-06-2022,Newspaper/Magazine,LD-17005,FUR-FU-10003691,57197.25,1,0,559.21
439,16-02-2020,08-03-2020,Newspaper/Magazine,MN-17935,OFF-BI-10002012,55578.6,1,800,470
440,16-05-2022,07-06-2022,Newspaper/Magazine,JR-15670,OFF-ST-10002574,80395.2,2,0,469
444,03-10-2020,23-10-2020,Employee Referral,BP-11290,FUR-CH-10002880,67152.56,1,300,500
445,05-05-2022,22-05-2022,Search Engine,ND-18370,OFF-PA-10003641,59091.3,1,0,620.62
447,26-09-2020,16-10-2020,Employee Referral,KT-16465,FUR-CH-10002961,62080.56,1,200,475
452,03-09-2022,24-09-2022,Newspaper/Magazine,JK-16120,FUR-FU-10003394,59307.84,1,600,499
453,05-02-2022,20-02-2022,Social Networks,PP-18955,OFF-ST-10002344,59174.1,1,0,454.48
455,01-11-2022,20-11-2022,Newspaper/Magazine,KM-16375,TEC-PH-10003988,56511,1,0,507.42
456,25-09-2022,15-10-2022,Newspaper/Magazine,AB-10105,FUR-TA-10002356,73222.43,1,500,416
457,30-06-2020,20-07-2020,Newspaper/Magazine,HA-14905,OFF-BI-10002867,70594.56,3,200,927.2
459,21-09-2021,09-10-2021,Search Engine,SV-20815,TEC-PH-10002922,98115.48,3,200,939.17
460,26-09-2021,15-10-2021,Newspaper/Magazine,RW-19540,OFF-PA-10000501,59412.24,2,200,541.09
461,31-10-2021,19-11-2021,Employee Referral,DK-12835,OFF-BI-10002949,55967.76,1,200,415.13
465,01-10-2021,21-10-2021,Newspaper/Magazine,SC-20440,OFF-ST-10002974,61804.08,2,200,569.71
466,19-07-2021,04-08-2021,Search Engine,TS-21085,OFF-BI-10004352,55621.13,1,700,493
467,26-11-2022,14-12-2022,Search Engine,MC-17425,OFF-PA-10001685,58724.1,3,0,622.12
469,25-09-2022,16-10-2022,Newspaper/Magazine,NH-18610,OFF-LA-10001569,56247.12,2,200,438.72
470,11-03-2022,30-03-2022,Newspaper/Magazine,MB-18085,FUR-TA-10001095,66510.27,1,300,491
471,16-12-2022,03-01-2023,Search Engine,KD-16495,OFF-FA-10001754,55695.6,1,0,439.21
473,19-11-2022,10-12-2022,Newspaper/Magazine,NP-18685,OFF-AR-10003770,56307.6,2,0,502.04
474,13-11-2022,02-12-2022,Newspaper/Magazine,CS-12505,OFF-SU-10000381,57876.12,3,200,478.46
475,27-11-2020,18-12-2020,Newspaper/Magazine,MS-17770,OFF-FA-10003021,55699.2,1,0,466.26
476,03-11-2021,22-11-2021,Newspaper/Magazine,CM-12655,TEC-PH-10003580,110108.16,3,200,878.5
477,29-11-2020,21-12-2020,Newspaper/Magazine,Co-12640,OFF-LA-10000452,55756.8,1,200,409.06
481,01-08-2021,22-08-2021,Newspaper/Magazine,PC-19000,OFF-AR-10001868,55832.4,2,0,423.44
484,03-02-2020,21-02-2020,Employee Referral,TB-21400,OFF-BI-10004593,59302.8,1,200,573.99
486,06-12-2021,26-12-2021,Newspaper/Magazine,GH-14425,FUR-FU-10002253,64805.04,2,200,603.81
488,29-10-2022,17-11-2022,Newspaper/Magazine,JM-15655,OFF-ST-10000419,57363.3,1,0,441.63
490,04-02-2020,23-02-2020,Newspaper/Magazine,DB-13270,OFF-BI-10004230,59260.32,1,200,566.05
491,17-06-2022,07-07-2022,Newspaper/Magazine,IG-15085,OFF-PA-10000806,60568.2,1,0,719.44
494,09-05-2022,30-05-2022,Newspaper/Magazine,JW-16075,OFF-EN-10003134,55950.48,1,200,505.02
495,09-04-2022,28-04-2022,Newspaper/Magazine,EB-13750,OFF-BI-10003712,57120.84,3,200,475.26
497,09-11-2021,24-11-2021,Social Networks,CM-12190,OFF-PA-10004000,56040.84,1,200,444.46
498,29-11-2021,15-12-2021,Search Engine,AW-10840,TEC-AC-10003038,56496.6,1,200,450
499,15-12-2020,02-01-2021,Search Engine,MC-18100,TEC-PH-10000169,57360.6,1,200,417
500,22-04-2022,12-05-2022,Newspaper/Magazine,TT-21460,OFF-ST-10002406,56607.84,1,200,495.58
501,12-05-2022,31-05-2022,Newspaper/Magazine,VG-21805,OFF-AR-10001662,56023.2,2,0,472.84
502,15-04-2022,04-05-2022,Newspaper/Magazine,MY-18295,OFF-AR-10001221,57036.96,3,200,479.44
503,23-06-2021,10-07-2021,Employee Referral,RD-19480,TEC-PH-10004830,64600.56,2,200,565.71
504,24-03-2021,11-04-2021,Search Engine,DP-13390,FUR-BO-10000362,71687.61,1,300,465
505,26-05-2020,14-06-2020,Newspaper/Magazine,ML-17395,FUR-BO-10000362,68609.97,1,150,535.43
507,19-12-2021,08-01-2022,Newspaper/Magazine,JG-15160,TEC-PH-10002922,85948.2,2,200,772.98
508,24-09-2021,15-10-2021,Newspaper/Magazine,MC-17275,FUR-CH-10001270,78817.5,2,0,1103
509,26-11-2020,17-12-2020,Newspaper/Magazine,NW-18400,OFF-PA-10001166,56229.84,1,200,473.77
510,26-05-2022,16-06-2022,Newspaper/Magazine,TB-21280,OFF-PA-10002689,56404.8,1,0,517.32
511,29-11-2020,19-12-2020,Newspaper/Magazine,BS-11380,OFF-FA-10003112,56098.08,1,200,480.78
512,29-08-2020,13-09-2020,Social Networks,HH-15010,OFF-PA-10004475,60476.4,1,0,700.44
516,24-11-2022,11-12-2022,Employee Referral,NS-18505,OFF-ST-10001325,57416.4,2,200,469.67
517,22-03-2022,09-04-2022,Search Engine,RB-19645,TEC-AC-10001013,58166.1,1,0,562.33
518,11-12-2021,27-12-2021,Search Engine,SW-20455,OFF-LA-10003930,64377.9,1,0,855.38
519,18-05-2022,08-06-2022,Newspaper/Magazine,EB-13930,OFF-ST-10000604,60222.6,1,0,580.28
520,29-09-2022,16-10-2022,Employee Referral,PS-18760,OFF-PA-10000176,56383.65,1,0,531.42
522,14-03-2022,03-04-2022,Newspaper/Magazine,HZ-14950,FUR-FU-10004020,56514.6,2,200,509.16
523,02-02-2020,21-02-2020,Newspaper/Magazine,CD-12790,OFF-FA-10001843,56085.75,2,0,437.22
526,09-08-2020,31-08-2020,Newspaper/Magazine,ED-13885,OFF-LA-10000262,56469.6,3,0,531.42
527,25-04-2020,14-05-2020,Newspaper/Magazine,DA-13450,OFF-PA-10003543,55996.56,1,200,492.52
529,11-05-2020,01-06-2020,Newspaper/Magazine,RM-19375,TEC-AC-10001013,57638.88,1,200,498.46
530,04-08-2022,23-08-2022,Newspaper/Magazine,ML-17755,OFF-SU-10002573,57107.7,1,0,526.07
531,22-03-2020,10-04-2020,Newspaper/Magazine,CC-12685,OFF-BI-10004410,55873.98,2,700,498
533,15-02-2021,06-03-2021,Newspaper/Magazine,RP-19855,TEC-PH-10001819,61603.65,1,0,708.14
534,08-12-2020,28-12-2020,Newspaper/Magazine,TB-21175,OFF-ST-10000777,58248.72,1,200,434.17
535,05-09-2022,25-09-2022,Newspaper/Magazine,BE-11455,OFF-AR-10004022,60387.3,1,0,553.94
536,08-08-2022,25-08-2022,Employee Referral,JF-15565,OFF-FA-10000585,56032.56,2,200,460.52
537,11-02-2022,28-02-2022,Search Engine,PB-19210,TEC-PH-10004897,58676.85,3,0,474.8
539,25-05-2020,13-06-2020,Newspaper/Magazine,JL-15235,OFF-AP-10001394,58932,1,800,470
540,08-02-2022,26-02-2022,Employee Referral,CH-12070,TEC-PH-10002624,106288.92,1,200,961.59
541,13-07-2021,30-07-2021,Employee Referral,ND-18460,OFF-PA-10000019,57279.6,2,0,553.65
542,01-08-2020,20-08-2020,Newspaper/Magazine,BF-10975,OFF-LA-10000240,56319.48,1,200,469.68
543,18-07-2022,07-08-2022,Newspaper/Magazine,KH-16330,FUR-CH-10000988,61866.45,1,0,585.71
545,13-10-2022,01-11-2022,Newspaper/Magazine,NC-18625,FUR-TA-10004575,88265.25,2,500,498
546,21-07-2020,09-08-2020,Newspaper/Magazine,ME-18010,OFF-AR-10002067,59994,2,0,521.17
553,15-01-2020,01-02-2020,Search Engine,EH-13990,TEC-AC-10003628,62277.75,2,0,685.91
555,08-07-2022,25-07-2022,Employee Referral,SC-20230,TEC-PH-10004345,94393.8,3,200,857.82
556,08-07-2022,27-07-2022,Newspaper/Magazine,JE-15715,OFF-BI-10002082,56428.56,1,700,447
558,14-12-2020,03-01-2021,Newspaper/Magazine,JD-16015,OFF-BI-10001249,55759.68,2,800,442
559,25-07-2022,11-08-2022,Search Engine,CB-12415,TEC-CO-10001449,120328.92,2,400,1225.99
562,11-12-2021,26-12-2021,Social Networks,SC-20800,TEC-AC-10001606,62729.28,1,200,547.99
563,18-09-2022,08-10-2022,Newspaper/Magazine,AM-10705,FUR-CH-10001854,71324.1,1,0,806.94
564,19-09-2022,06-10-2022,Search Engine,RH-19510,OFF-ST-10001490,127810.35,3,0,2393.48
566,17-07-2022,05-08-2022,Newspaper/Magazine,MC-17590,OFF-AP-10004487,62848.8,1,0,644.16
567,21-07-2022,07-08-2022,Employee Referral,CC-12610,OFF-BI-10000301,55617.35,1,700,438
569,26-11-2022,17-12-2022,Newspaper/Magazine,TC-20980,OFF-BI-10002954,55859.04,1,200,478.24
572,18-07-2020,02-08-2020,Social Networks,AH-10120,FUR-CH-10002372,67191.12,2,200,443
573,30-09-2020,20-10-2020,Newspaper/Magazine,BW-11200,OFF-PA-10004888,56229.84,1,200,425.77
574,19-09-2022,08-10-2022,Newspaper/Magazine,SW-20245,OFF-PA-10002222,62724.6,3,0,761.18
575,23-06-2020,13-07-2020,Newspaper/Magazine,BS-11665,TEC-AC-10000158,59416.92,1,200,458.32
576,20-05-2020,06-06-2020,Employee Referral,RF-19345,OFF-AP-10000124,57027.6,2,0,512.27
577,30-11-2021,19-12-2021,Newspaper/Magazine,WB-21850,OFF-BI-10003656,62414.6,1,700,434
578,31-12-2021,20-01-2022,Newspaper/Magazine,TB-21625,FUR-FU-10002364,56194.2,2,600,432
580,24-11-2020,14-12-2020,Employee Referral,RB-19435,TEC-AC-10001772,60560.55,3,0,590.39
583,01-08-2020,18-08-2020,Search Engine,IL-15100,OFF-BI-10004506,56418.84,1,200,472.65
584,15-10-2022,05-11-2022,Newspaper/Magazine,PB-18805,OFF-PA-10000740,57585.6,1,0,541.05
585,14-07-2022,29-07-2022,Social Networks,RH-19600,TEC-AC-10002345,56835,1,0,522
586,14-07-2020,04-08-2020,Newspaper/Magazine,AW-10930,OFF-BI-10001098,56876.94,3,800,498
587,14-11-2020,01-12-2020,Employee Referral,ML-17410,TEC-PH-10001079,93011.85,3,0,1404.88
588,20-09-2020,10-10-2020,Newspaper/Magazine,DB-13555,OFF-AR-10003469,55656.72,1,200,423.94
590,06-12-2021,21-12-2021,Social Networks,DK-13375,TEC-PH-10001578,77397.3,1,400,427
591,19-03-2022,05-04-2022,Employee Referral,BT-11440,FUR-BO-10002202,58783.23,1,700,426
593,15-11-2022,02-12-2022,Employee Referral,TG-21310,OFF-BI-10003527,101285.64,1,200,2019.19
595,15-02-2021,05-03-2021,Employee Referral,JM-16195,OFF-PA-10004285,56131.2,1,0,506.65
596,08-11-2021,25-11-2021,Employee Referral,MZ-17335,OFF-FA-10002280,55755,1,0,424.6
597,18-12-2021,02-01-2022,Social Networks,MW-18220,TEC-AC-10002253,63010.8,1,0,576.74
602,05-05-2022,23-05-2022,Search Engine,PJ-18835,OFF-PA-10003971,56175.84,1,200,438.81
607,15-09-2021,04-10-2021,Employee Referral,BM-11575,OFF-BI-10002082,59124.24,1,200,600.81
609,30-09-2020,19-10-2020,Newspaper/Magazine,KW-16570,OFF-AP-10000696,58644.72,2,200,516.99
610,31-08-2021,17-09-2021,Search Engine,SC-20260,FUR-BO-10002545,125407.4,3,150,1253.82
612,06-12-2021,25-12-2021,Newspaper/Magazine,SG-20605,OFF-PA-10004255,55821.6,1,0,508.44
614,07-06-2021,24-06-2021,Employee Referral,EM-13810,OFF-BI-10004187,55868.4,2,200,446.53
616,18-04-2022,08-05-2022,Newspaper/Magazine,CR-12580,OFF-ST-10003656,65896.92,1,200,437
617,25-03-2020,16-04-2020,Newspaper/Magazine,AZ-10750,FUR-CH-10002439,72035.37,3,100,712.83
618,18-11-2020,05-12-2020,Employee Referral,PW-19240,FUR-TA-10000849,62099.1,1,500,464
619,11-07-2021,28-07-2021,Employee Referral,SC-20380,OFF-PA-10001763,56878.65,1,0,466.95
620,22-01-2022,12-02-2022,Newspaper/Magazine,CM-11935,FUR-FU-10002107,56172.24,3,200,435.13
622,09-10-2021,28-10-2021,Employee Referral,TB-21250,TEC-PH-10001835,83968.2,2,0,1699.36
623,19-11-2020,08-12-2020,Newspaper/Magazine,JM-15865,TEC-PH-10002885,260226.45,3,0,5404.71
624,16-06-2020,07-07-2020,Newspaper/Magazine,SC-20575,FUR-CH-10000225,84682.8,3,0,600.57
626,14-11-2022,04-12-2022,Newspaper/Magazine,RR-19315,OFF-LA-10000248,55862.1,1,0,508.87
628,06-04-2021,25-04-2021,Newspaper/Magazine,TT-21220,OFF-AR-10004078,57422.16,3,200,484.02
629,06-09-2021,23-09-2021,Search Engine,LO-17170,TEC-AC-10003499,57614.4,2,0,541.26
630,30-04-2022,19-05-2022,Newspaper/Magazine,KD-16615,FUR-FU-10002759,60564.96,3,200,532.51
631,26-09-2020,16-10-2020,Employee Referral,NB-18580,OFF-AP-10002191,62007.84,1,200,472.58
633,12-08-2022,30-08-2022,Employee Referral,CM-12235,TEC-AC-10004145,118527.48,3,200,670.99
634,04-06-2022,19-06-2022,Social Networks,EN-13780,OFF-PA-10000349,56202.3,1,0,446.09
635,16-12-2020,05-01-2021,Newspaper/Magazine,KN-16450,OFF-BI-10000591,55582.52,1,700,499
636,28-04-2022,20-05-2022,Newspaper/Magazine,BO-11350,FUR-CH-10002304,57400.56,1,200,494.39
637,26-04-2020,18-05-2020,Newspaper/Magazine,AG-10300,FUR-CH-10004886,65892.6,1,200,522.11
638,03-12-2020,21-12-2020,Employee Referral,MC-17635,OFF-PA-10001972,56696.4,2,0,458.77
641,15-08-2021,03-09-2021,Newspaper/Magazine,TT-21265,OFF-ST-10000046,70069.5,1,0,693.56
644,01-10-2022,16-10-2022,Social Networks,HG-15025,TEC-AC-10003832,59108.04,1,200,506.49
645,25-08-2021,14-09-2021,Newspaper/Magazine,NL-18310,FUR-CH-10002774,57365.28,1,200,441.35
646,09-09-2020,27-09-2020,Employee Referral,RR-19525,OFF-PA-10001144,63019.8,1,0,788.56
648,21-06-2020,06-07-2020,Social Networks,SV-20785,OFF-BI-10001116,56028.96,3,700,475
649,07-02-2022,24-02-2022,Search Engine,BE-11410,OFF-PA-10003465,56895.84,1,200,446.49
651,04-10-2020,23-10-2020,Newspaper/Magazine,DF-13135,OFF-LA-10004689,56180.25,2,0,464.17
653,04-11-2020,23-11-2020,Newspaper/Magazine,MS-17530,FUR-FU-10004671,57120.3,1,0,471.72
654,04-12-2021,23-12-2021,Newspaper/Magazine,RH-19555,OFF-BI-10001553,55900.17,1,700,485
655,17-04-2021,06-05-2021,Newspaper/Magazine,GA-14515,OFF-AR-10003251,55780.2,1,0,451.9
656,11-03-2022,30-03-2022,Newspaper/Magazine,JP-16135,FUR-FU-10004270,58991.4,2,0,586.15
657,26-05-2020,13-06-2020,Search Engine,Dp-13240,OFF-PA-10002893,57708,2,0,582.93
658,02-04-2021,22-04-2021,Newspaper/Magazine,MO-17950,OFF-AP-10001242,56978.64,1,800,454
660,25-07-2021,11-08-2021,Employee Referral,MH-18025,OFF-FA-10004395,55953.9,1,0,411.88
661,01-09-2021,23-09-2021,Newspaper/Magazine,DR-12940,OFF-BI-10001510,60687,2,0,633.28
662,05-05-2022,23-05-2022,Search Engine,DM-13015,OFF-BI-10003784,55832.4,2,200,501.41
667,15-08-2022,01-09-2022,Employee Referral,CC-12370,FUR-CH-10000988,65668.32,1,200,503.12
668,22-03-2020,10-04-2020,Newspaper/Magazine,BF-11275,OFF-PA-10002581,58875.84,1,200,573.94
669,29-04-2020,16-05-2020,Employee Referral,HG-14845,FUR-CH-10002304,57868.2,1,0,458.96
674,12-06-2021,02-07-2021,Newspaper/Magazine,GB-14575,OFF-PA-10003848,56463.12,2,200,439.03
675,25-05-2022,14-06-2022,Newspaper/Magazine,JB-16045,FUR-FU-10000755,56653.2,2,0,494.96
676,08-09-2022,25-09-2022,Search Engine,MG-17875,OFF-AP-10003779,64866.6,1,0,726.98
679,21-09-2021,12-10-2021,Newspaper/Magazine,DM-12955,FUR-BO-10000468,64274.4,2,0,577.36
681,09-04-2022,29-04-2022,Employee Referral,SW-20350,TEC-PH-10002555,78835.5,1,0,993.62
688,24-08-2020,10-09-2020,Search Engine,JP-15460,FUR-FU-10004586,56127.6,1,0,435.5
690,03-08-2020,20-08-2020,Employee Referral,GH-14410,OFF-PA-10001289,59716.08,1,200,609.88
691,12-09-2020,01-10-2020,Employee Referral,PT-19090,OFF-BI-10004040,55763.1,2,800,439
692,01-09-2020,19-09-2020,Search Engine,JL-15130,OFF-BI-10002949,55694.16,1,800,444
694,02-05-2022,17-05-2022,Social Networks,CC-12475,OFF-ST-10001580,57552.3,1,0,505.33
695,20-11-2022,12-12-2022,Newspaper/Magazine,DW-13195,FUR-CH-10003774,69859.35,2,300,439
698,13-11-2022,02-12-2022,Newspaper/Magazine,LB-16795,OFF-BI-10000285,55671.12,1,800,474
699,14-11-2020,30-11-2020,Search Engine,CM-11815,OFF-PA-10004609,56463.12,2,200,439.03
700,22-05-2020,13-06-2020,Newspaper/Magazine,EH-14185,TEC-PH-10002660,61649.1,1,0,548.98
701,20-12-2020,09-01-2021,Newspaper/Magazine,TS-21505,OFF-AP-10004868,57488.04,3,200,476.23
703,31-01-2020,17-02-2020,Search Engine,LC-17050,FUR-BO-10003966,68609.97,1,150,485.68
704,01-11-2022,19-11-2022,Search Engine,CS-12490,OFF-ST-10004950,60555.24,3,200,516.92
705,21-11-2020,11-12-2020,Newspaper/Magazine,DH-13075,TEC-PH-10002923,57194.55,1,0,478.95
706,29-07-2022,17-08-2022,Newspaper/Magazine,JO-15145,OFF-ST-10001713,59345.28,1,200,447
707,06-08-2022,22-08-2022,Search Engine,AH-10690,OFF-PA-10000474,58719.6,1,0,627.25
708,25-11-2022,15-12-2022,Newspaper/Magazine,HJ-14875,OFF-PA-10004675,55758.6,1,200,444.6
709,06-04-2021,25-04-2021,Newspaper/Magazine,MH-17455,OFF-PA-10001019,57687.84,1,200,542.74
711,20-06-2020,09-07-2020,Newspaper/Magazine,SC-20020,TEC-PH-10000369,64601.28,1,200,515.63
714,17-11-2020,09-12-2020,Newspaper/Magazine,RB-19330,OFF-PA-10002137,56090.16,1,200,480.56
715,29-11-2022,16-12-2022,Employee Referral,NC-18535,TEC-AC-10004864,58158.72,1,200,486.18
717,09-01-2022,28-01-2022,Employee Referral,MF-17665,FUR-FU-10002445,56212.56,1,200,442.17
719,17-03-2022,01-04-2022,Social Networks,VM-21835,TEC-PH-10000673,61379.1,1,0,675.56
720,27-01-2020,17-02-2020,Newspaper/Magazine,EJ-13720,OFF-ST-10003692,58105.35,1,0,551.23
721,14-10-2022,04-11-2022,Newspaper/Magazine,NC-18415,FUR-CH-10003606,60146.64,1,200,505.04
722,14-11-2021,04-12-2021,Newspaper/Magazine,LS-17230,FUR-FU-10004017,58956.3,1,0,593.6
723,08-06-2020,27-06-2020,Newspaper/Magazine,KE-16420,FUR-CH-10002647,63195.84,1,200,463.59
724,21-09-2021,06-10-2021,Social Networks,DH-13675,FUR-FU-10004006,59368.5,1,0,547
725,15-06-2021,05-07-2021,Newspaper/Magazine,PF-19120,OFF-PA-10002245,55960.56,1,200,444.96
726,05-04-2021,25-04-2021,Newspaper/Magazine,VT-21700,OFF-AP-10004036,59945.04,3,200,541.58
727,23-06-2022,15-07-2022,Newspaper/Magazine,MG-17695,OFF-SU-10000157,93112.65,3,0,524.81
728,22-11-2020,11-12-2020,Newspaper/Magazine,SP-20920,OFF-PA-10002245,57951.9,3,0,584.88
729,17-04-2022,07-05-2022,Newspaper/Magazine,CS-12175,FUR-FU-10003798,59090.4,2,200,555.38
730,08-03-2021,27-03-2021,Newspaper/Magazine,DK-12895,FUR-BO-10002916,78612.3,1,0,813.83
731,10-12-2021,31-12-2021,Newspaper/Magazine,KM-16660,OFF-AR-10003087,55610.1,1,0,437.99
732,22-06-2020,12-07-2020,Newspaper/Magazine,AA-10645,FUR-CH-10004698,63182.61,1,300,456
733,22-08-2022,10-09-2022,Newspaper/Magazine,DD-13570,OFF-BI-10003676,55724.04,1,800,425
736,29-11-2021,15-12-2021,Search Engine,EK-13795,OFF-AR-10003582,58063.5,1,0,475.06
740,23-07-2022,11-08-2022,Newspaper/Magazine,NF-18475,OFF-BI-10000948,56043.72,2,800,458
741,19-09-2020,04-10-2020,Social Networks,BS-11365,FUR-CH-10000988,95449.64,3,100,1164.68
742,26-11-2021,15-12-2021,Newspaper/Magazine,SH-20635,FUR-FU-10003930,86691.24,4,200,1202.72
743,21-12-2021,11-01-2022,Newspaper/Magazine,RD-19720,TEC-AC-10003237,57819.6,2,200,504.51
745,21-11-2020,11-12-2020,Newspaper/Magazine,GR-14560,OFF-PA-10003309,56113.2,1,0,429.88
748,26-08-2022,12-09-2022,Employee Referral,TS-21430,OFF-AR-10000390,55901.7,1,0,456.2
749,26-04-2022,16-05-2022,Newspaper/Magazine,DB-13360,FUR-CH-10004983,75089.07,1,100,667.13
750,07-06-2020,26-06-2020,Employee Referral,NR-18550,FUR-TA-10002041,67632.08,1,500,477
752,16-03-2021,07-04-2021,Newspaper/Magazine,MF-18250,FUR-FU-10001215,57470.85,1,0,557.46
755,15-03-2021,05-04-2021,Newspaper/Magazine,KS-16300,TEC-PH-10003356,56284.92,1,200,434.71
756,07-03-2020,23-03-2020,Search Engine,AB-10015,FUR-CH-10004477,57722.04,1,200,422.92
757,07-09-2021,29-09-2021,Newspaper/Magazine,LR-17035,OFF-BI-10004781,55958.49,1,700,469
758,15-11-2020,03-12-2020,Search Engine,SS-20410,FUR-FU-10002505,55984.95,1,0,460.94
