"store_id","employees","store_size","country","city","state","postal_code","region"
"FUR-FU-10001731",35,"Small","United States","Milwaukee","Wisconsin","53209","Central"
"OFF-LA-10000476",67,"Large","United States","Chicago","Illinois","60653","Central"
"TEC-AC-10000521",40,"Medium","United States","Huntsville","Texas","77340","Central"
"FUR-CH-10004983",24,"Small","United States","Chicago","Illinois","60623","Central"
"FUR-TA-10003469",26,"Small","United States","Burlington","Iowa","52601","Central"
"OFF-AR-10003179",42,"Small","United States","Arlington Heights","Illinois","60004","Central"
"FUR-FU-10004164",27,"Small","United States","Fort Worth","Texas","76106","Central"
"TEC-AC-10001539",46,"Medium","United States","Madison","Wisconsin","53711","Central"
"OFF-AR-10001770",27,"Medium","United States","Fremont","Nebraska","68025","Central"
"FUR-BO-10004218",47,"Small","United States","Houston","Texas","77095","Central"
"TEC-PH-10001619",43,"Small","United States","Richardson","Texas","75080","Central"
"OFF-PA-10000246",67,"Medium","United States","Houston","Texas","77041","Central"
"OFF-PA-10001461",43,"Small","United States","Naperville","Illinois","60540","Central"
"TEC-PH-10003535",66,"Large","United States","Eagan","Minnesota","55122","Central"
"FUR-FU-10001085",62,"Medium","United States","Westland","Michigan","48185","Central"
"OFF-PA-10002606",35,"Small","United States","New Albany","Indiana","47150","Central"
"OFF-AR-10002704",43,"Small","United States","Chicago","Illinois","60610","Central"
"OFF-PA-10002499",56,"Large","United States","Houston","Texas","77041","Central"
"TEC-PH-10004434",66,"Large","United States","Chicago","Illinois","60623","Central"
"FUR-BO-10000711",70,"Medium","United States","Rochester","Minnesota","55901","Central"
"OFF-BI-10001120",25,"Small","United States","Houston","Texas","77095","Central"
"FUR-BO-10004360",52,"Large","United States","Minneapolis","Minnesota","55407","Central"
"FUR-CH-10000229",68,"Large","United States","Saint Paul","Minnesota","55106","Central"
"FUR-BO-10002853",64,"Large","United States","Chicago","Illinois","60610","Central"
"OFF-PA-10004022",38,"Large","United States","Rochester","Minnesota","55901","Central"
"OFF-BI-10003876",32,"Small","United States","Orland Park","Illinois","60462","Central"
"FUR-BO-10003894",39,"Small","United States","Urbandale","Iowa","50322","Central"
"OFF-AR-10004587",45,"Large","United States","Houston","Texas","77041","Central"
"OFF-AP-10001366",40,"Small","United States","Bloomington","Illinois","61701","Central"
"TEC-AC-10003237",69,"Large","United States","Independence","Missouri","64055","Central"
"OFF-PA-10000565",33,"Small","United States","Franklin","Wisconsin","53132","Central"
"FUR-BO-10003546",34,"Medium","United States","Edmond","Oklahoma","73034","Central"
"OFF-EN-10003567",28,"Medium","United States","San Antonio","Texas","78207","Central"
"FUR-TA-10004442",60,"Large","United States","Chicago","Illinois","60623","Central"
"OFF-ST-10000129",40,"Small","United States","Houston","Texas","77036","Central"
"OFF-PA-10001725",42,"Medium","United States","Decatur","Illinois","62521","Central"
"OFF-PA-10004353",68,"Medium","United States","Grand Prairie","Texas","75051","Central"
"OFF-BI-10003718",29,"Medium","United States","Dallas","Texas","75220","Central"
"OFF-PA-10003134",49,"Large","United States","Saginaw","Michigan","48601","Central"
"FUR-FU-10000719",65,"Large","United States","Dallas","Texas","75220","Central"
"OFF-PA-10003228",46,"Small","United States","Detroit","Michigan","48227","Central"
"OFF-PA-10000483",39,"Medium","United States","Chicago","Illinois","60610","Central"
"TEC-AC-10000487",21,"Small","United States","Lakeville","Minnesota","55044","Central"
"OFF-SU-10001212",37,"Medium","United States","Chicago","Illinois","60623","Central"
"TEC-AC-10004396",61,"Large","United States","Pasadena","Texas","77506","Central"
"OFF-AR-10002467",40,"Small","United States","Houston","Texas","77036","Central"
"FUR-FU-10002813",31,"Small","United States","Chicago","Illinois","60610","Central"
"OFF-BI-10004099",63,"Large","United States","Harlingen","Texas","78550","Central"
"TEC-AC-10003870",63,"Large","United States","Quincy","Illinois","62301","Central"
"FUR-FU-10003192",33,"Small","United States","Houston","Texas","77095","Central"
"OFF-AR-10000614",31,"Small","United States","Taylor","Michigan","48180","Central"
"TEC-MA-10002109",48,"Large","United States","Peoria","Illinois","61604","Central"
"OFF-ST-10002182",34,"Small","United States","Houston","Texas","77036","Central"
"TEC-MA-10003329",21,"Small","United States","San Antonio","Texas","78207","Central"
"OFF-ST-10000636",62,"Large","United States","Chicago","Illinois","60623","Central"
"TEC-PH-10003174",35,"Small","United States","Houston","Texas","77070","Central"
"OFF-PA-10001497",41,"Medium","United States","Columbus","Indiana","47201","Central"
"TEC-MA-10003176",61,"Large","United States","Park Ridge","Illinois","60068","Central"
"TEC-AC-10004595",41,"Large","United States","Chicago","Illinois","60610","Central"
"FUR-FU-10002874",30,"Medium","United States","Huntsville","Texas","77340","Central"
"TEC-PH-10004080",50,"Medium","United States","Gladstone","Missouri","64118","Central"
"OFF-ST-10004946",23,"Small","United States","Houston","Texas","77041","Central"
"OFF-PA-10002109",45,"Medium","United States","Detroit","Michigan","48234","Central"
"OFF-PA-10000295",53,"Small","United States","Chicago","Illinois","60653","Central"
"FUR-FU-10002240",45,"Large","United States","Green Bay","Wisconsin","54302","Central"
"TEC-PH-10002070",70,"Large","United States","Houston","Texas","77070","Central"
"TEC-MA-10000904",36,"Small","United States","Chicago","Illinois","60610","Central"
"OFF-AR-10004707",64,"Large","United States","Laredo","Texas","78041","Central"
"OFF-PA-10002558",29,"Small","United States","Dallas","Texas","75217","Central"
"FUR-BO-10001567",48,"Medium","United States","Chicago","Illinois","60610","Central"
"FUR-FU-10001379",44,"Large","United States","Dearborn","Michigan","48126","Central"
"TEC-AC-10002370",57,"Large","United States","Minneapolis","Minnesota","55407","Central"
"OFF-SU-10004290",67,"Medium","United States","Rochester Hills","Michigan","48307","Central"
"TEC-MA-10004552",70,"Large","United States","Columbus","Indiana","47201","Central"
"TEC-MA-10002694",67,"Medium","United States","Aurora","Illinois","60505","Central"
"TEC-PH-10004241",60,"Large","United States","Dallas","Texas","75081","Central"
"TEC-MA-10003337",48,"Small","United States","Columbus","Indiana","47201","Central"
"OFF-PA-10000210",40,"Large","United States","Tyler","Texas","75701","Central"
