"store_id","employees","store_size","country","city","state","postal_code","region"
"TEC-AC-10000358",25,"Medium","United States","Washington","District of Columbia","20016","East"
"OFF-PA-10002960",20,"Medium","United States","Columbus","Ohio","43229","East"
"OFF-AP-10004540",45,"Medium","United States","Dublin","Ohio","43017","East"
"OFF-PA-10004255",46,"Small","United States","Newark","Ohio","43055","East"
"OFF-BI-10003963",38,"Medium","United States","Oceanside","New York","11572","East"
"OFF-PA-10000726",57,"Medium","United States","Watertown","New York","13601","East"
"FUR-CH-10001190",30,"Small","United States","New York City","New York","10009","East"
"OFF-LA-10004545",34,"Small","United States","Columbus","Ohio","43229","East"
"TEC-PH-10001835",24,"Small","United States","Providence","Rhode Island","2908","East"
"OFF-EN-10004483",58,"Large","United States","Perth Amboy","New Jersey","8861","East"
"OFF-SU-10000151",29,"Medium","United States","Philadelphia","Pennsylvania","19134","East"
"OFF-ST-10003470",62,"Large","United States","Baltimore","Maryland","21215","East"
"OFF-LA-10004559",44,"Large","United States","Wilmington","Delaware","19805","East"
"TEC-PH-10002555",70,"Large","United States","Philadelphia","Pennsylvania","19143","East"
"FUR-BO-10003450",27,"Small","United States","Dover","New Hampshire","3820","East"
"FUR-FU-10004665",63,"Medium","United States","Philadelphia","Pennsylvania","19134","East"
"TEC-AC-10000387",36,"Small","United States","Kent","Ohio","44240","East"
"FUR-FU-10001847",38,"Small","United States","Fairfield","Connecticut","6824","East"
"FUR-TA-10003569",53,"Large","United States","Marion","Ohio","43302","East"
"TEC-MA-10002210",35,"Medium","United States","New York City","New York","10035","East"
"OFF-PA-10000223",55,"Large","United States","New York City","New York","10009","East"
"OFF-BI-10004233",22,"Medium","United States","New York City","New York","10035","East"
"TEC-MA-10002981",56,"Large","United States","New York City","New York","10009","East"
"TEC-PH-10002890",22,"Small","United States","New York City","New York","10009","East"
"OFF-PA-10001246",29,"Small","United States","New York City","New York","10024","East"
"OFF-PA-10001815",27,"Small","United States","Jamestown","New York","14701","East"
"FUR-CH-10002758",43,"Small","United States","Philadelphia","Pennsylvania","19134","East"
"OFF-BI-10003166",45,"Large","United States","New York City","New York","10035","East"
"TEC-PH-10003187",58,"Large","United States","New York City","New York","10024","East"
"OFF-PA-10004782",24,"Small","United States","New York City","New York","10035","East"
"OFF-PA-10002923",50,"Small","United States","Lowell","Massachusetts","1852","East"
"FUR-FU-10003832",63,"Large","United States","Lancaster","Ohio","43130","East"
"OFF-AR-10003338",50,"Small","United States","Franklin","Massachusetts","2038","East"
"FUR-CH-10001797",58,"Large","United States","Watertown","New York","13601","East"
"FUR-FU-10000755",57,"Large","United States","Philadelphia","Pennsylvania","19134","East"
"TEC-MA-10004521",66,"Large","United States","New York City","New York","10011","East"
"OFF-AR-10001216",44,"Small","United States","Providence","Rhode Island","2908","East"
"FUR-FU-10003247",30,"Small","United States","New York City","New York","10024","East"
"FUR-TA-10003837",51,"Large","United States","Philadelphia","Pennsylvania","19134","East"
"TEC-PH-10002350",23,"Small","United States","Oceanside","New York","11572","East"
"TEC-PH-10000526",41,"Medium","United States","Philadelphia","Pennsylvania","19134","East"
"OFF-PA-10001977",27,"Small","United States","New York City","New York","10024","East"
"OFF-PA-10002741",42,"Medium","United States","Philadelphia","Pennsylvania","19120","East"
"OFF-BI-10004600",67,"Large","United States","Philadelphia","Pennsylvania","19140","East"
"OFF-BI-10004040",52,"Large","United States","New York City","New York","10024","East"
"OFF-FA-10001883",40,"Large","United States","Philadelphia","Pennsylvania","19143","East"
"TEC-AC-10000420",48,"Large","United States","Toledo","Ohio","43615","East"
"OFF-EN-10004846",34,"Medium","United States","New York City","New York","10011","East"
"OFF-SU-10003567",46,"Medium","United States","Newark","Delaware","19711","East"
"TEC-PH-10004912",53,"Large","United States","Dover","Delaware","19901","East"
"OFF-PA-10004609",41,"Medium","United States","Quincy","Massachusetts","2169","East"
"OFF-AP-10000595",49,"Small","United States","Philadelphia","Pennsylvania","19143","East"
"TEC-AC-10003399",59,"Large","United States","Buffalo","New York","14215","East"
"FUR-FU-10002963",54,"Medium","United States","Chester","Pennsylvania","19013","East"
"OFF-BI-10000962",47,"Small","United States","New York City","New York","10035","East"
"FUR-TA-10004152",36,"Medium","United States","New York City","New York","10035","East"
"FUR-FU-10000320",41,"Medium","United States","New York City","New York","10011","East"
"OFF-PA-10003363",60,"Large","United States","New York City","New York","10009","East"
"FUR-BO-10000112",57,"Medium","United States","Norwich","Connecticut","6360","East"
"TEC-PH-10004120",20,"Small","United States","Lawrence","Massachusetts","1841","East"
"OFF-AP-10001947",44,"Small","United States","Philadelphia","Pennsylvania","19134","East"
"TEC-AC-10002134",26,"Small","United States","Lakewood","Ohio","44107","East"
"TEC-PH-10004071",64,"Large","United States","Philadelphia","Pennsylvania","19140","East"
"OFF-AR-10001725",49,"Medium","United States","Concord","New Hampshire","3301","East"
"TEC-AC-10002558",59,"Medium","United States","Cranston","Rhode Island","2920","East"
"OFF-LA-10004409",67,"Large","United States","New York City","New York","10035","East"
"TEC-CO-10001571",59,"Large","United States","Lakewood","New Jersey","8701","East"
"TEC-AC-10001874",45,"Small","United States","Philadelphia","Pennsylvania","19143","East"
"OFF-BI-10000494",44,"Medium","United States","Philadelphia","Pennsylvania","19140","East"
"FUR-CH-10003606",67,"Large","United States","Kent","Ohio","44240","East"
"FUR-CH-10003298",41,"Small","United States","Newark","Ohio","43055","East"
"FUR-FU-10004904",25,"Small","United States","Philadelphia","Pennsylvania","19140","East"
"TEC-AC-10001090",58,"Large","United States","Philadelphia","Pennsylvania","19140","East"
"OFF-AR-10003481",68,"Medium","United States","Dover","Delaware","19901","East"
"FUR-FU-10003731",31,"Small","United States","New York City","New York","10024","East"
"OFF-AP-10001962",63,"Medium","United States","Troy","New York","12180","East"
"TEC-AC-10001553",60,"Medium","United States","New York City","New York","10009","East"
"TEC-MA-10001127",49,"Medium","United States","New York City","New York","10009","East"
"OFF-EN-10004007",45,"Large","United States","New York City","New York","10035","East"
"TEC-MA-10001570",26,"Small","United States","Columbus","Ohio","43229","East"
"OFF-AR-10001972",42,"Small","United States","Wilmington","Delaware","19805","East"
"OFF-LA-10003720",28,"Small","United States","Columbus","Ohio","43229","East"
"FUR-FU-10000175",49,"Small","United States","Philadelphia","Pennsylvania","19140","East"
"FUR-FU-10004053",64,"Large","United States","Newark","Ohio","43055","East"
"OFF-AR-10003217",62,"Medium","United States","Philadelphia","Pennsylvania","19134","East"
"OFF-PA-10004948",34,"Medium","United States","New York City","New York","10009","East"
"OFF-PA-10000807",25,"Small","United States","Fairfield","Connecticut","6824","East"
"OFF-EN-10004206",40,"Medium","United States","New York City","New York","10035","East"
"TEC-PH-10000193",36,"Medium","United States","Hamilton","Ohio","45011","East"
"FUR-FU-10002111",30,"Small","United States","Westfield","New Jersey","7090","East"
"OFF-ST-10000885",30,"Medium","United States","Philadelphia","Pennsylvania","19120","East"
"OFF-PA-10002709",46,"Medium","United States","Akron","Ohio","44312","East"
"FUR-BO-10003893",41,"Medium","United States","Medina","Ohio","44256","East"
"FUR-CH-10000749",37,"Medium","United States","Dublin","Ohio","43017","East"
"OFF-EN-10001453",55,"Medium","United States","New York City","New York","10024","East"
"OFF-BI-10000201",44,"Medium","United States","New York City","New York","10009","East"
"OFF-FA-10000840",51,"Medium","United States","Cincinnati","Ohio","45231","East"
"FUR-CH-10001802",35,"Small","United States","Philadelphia","Pennsylvania","19140","East"
"OFF-FA-10003485",50,"Medium","United States","Columbus","Ohio","43229","East"
"OFF-PA-10002764",61,"Large","United States","New York City","New York","10024","East"
"OFF-PA-10000143",60,"Large","United States","Lakewood","New Jersey","8701","East"
"TEC-PH-10004522",45,"Large","United States","Hackensack","New Jersey","7601","East"
"FUR-CH-10004626",23,"Small","United States","Philadelphia","Pennsylvania","19143","East"
"TEC-PH-10000562",48,"Large","United States","New York City","New York","10024","East"
"OFF-EN-10003448",51,"Medium","United States","Philadelphia","Pennsylvania","19143","East"
"OFF-AP-10000938",46,"Medium","United States","Philadelphia","Pennsylvania","19134","East"
"OFF-LA-10000305",68,"Large","United States","Lowell","Massachusetts","1852","East"
"TEC-PH-10002583",64,"Medium","United States","New York City","New York","10009","East"
"OFF-AR-10003876",42,"Large","United States","New York City","New York","10035","East"
"OFF-PA-10003302",65,"Large","United States","New York City","New York","10009","East"
"TEC-AC-10004992",68,"Large","United States","Manchester","Connecticut","6040","East"
"OFF-AP-10000275",61,"Medium","United States","Franklin","Massachusetts","2038","East"
"FUR-TA-10001771",59,"Large","United States","Philadelphia","Pennsylvania","19140","East"
"FUR-CH-10002044",41,"Medium","United States","Cincinnati","Ohio","45231","East"
"FUR-TA-10001086",66,"Medium","United States","New York City","New York","10009","East"
"TEC-PH-10001870",23,"Medium","United States","Warwick","Rhode Island","2886","East"
"OFF-AR-10004010",26,"Small","United States","New York City","New York","10024","East"
"OFF-EN-10002592",55,"Large","United States","Lawrence","Massachusetts","1841","East"
"OFF-LA-10003498",52,"Small","United States","New Rochelle","New York","10801","East"
"OFF-PA-10001952",57,"Large","United States","Auburn","New York","13021","East"
"OFF-SU-10004661",39,"Medium","United States","Akron","Ohio","44312","East"
"TEC-AC-10002647",41,"Small","United States","Lindenhurst","New York","11757","East"
"OFF-PA-10001593",66,"Large","United States","Troy","New York","12180","East"
"TEC-AC-10004803",20,"Small","United States","New York City","New York","10024","East"
"TEC-PH-10000127",44,"Small","United States","New York City","New York","10024","East"
"FUR-FU-10003489",64,"Medium","United States","Rochester","New York","14609","East"
"TEC-MA-10004255",65,"Large","United States","Lawrence","Massachusetts","1841","East"
"FUR-FU-10000820",39,"Medium","United States","Philadelphia","Pennsylvania","19134","East"
"FUR-FU-10001057",35,"Medium","United States","Springfield","Ohio","45503","East"
"FUR-CH-10002073",28,"Small","United States","New York City","New York","10035","East"
"OFF-BI-10002897",42,"Medium","United States","New York City","New York","10024","East"
"TEC-MA-10001695",48,"Medium","United States","Philadelphia","Pennsylvania","19134","East"
"FUR-FU-10002506",63,"Large","United States","Philadelphia","Pennsylvania","19120","East"
"OFF-AP-10000027",55,"Medium","United States","Philadelphia","Pennsylvania","19134","East"
"TEC-AC-10000926",35,"Medium","United States","Philadelphia","Pennsylvania","19143","East"
"OFF-PA-10001846",41,"Medium","United States","Grove City","Ohio","43123","East"
"TEC-MA-10003673",37,"Medium","United States","New York City","New York","10011","East"
"TEC-MA-10000984",21,"Medium","United States","New York City","New York","10009","East"
"OFF-PA-10001001",50,"Large","United States","New York City","New York","10024","East"
"OFF-PA-10001583",41,"Small","United States","Columbus","Ohio","43229","East"
"TEC-MA-10004626",40,"Medium","United States","New York City","New York","10011","East"
"OFF-SU-10003936",27,"Small","United States","Cleveland","Ohio","44105","East"
"OFF-AR-10003477",61,"Large","United States","New York City","New York","10024","East"
"FUR-CH-10002780",61,"Large","United States","New York City","New York","10035","East"
"TEC-AC-10002380",27,"Small","United States","Chester","Pennsylvania","19013","East"
"OFF-AP-10003099",36,"Large","United States","New York City","New York","10035","East"
"TEC-PH-10002645",40,"Medium","United States","New York City","New York","10035","East"
